,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1328,507,Yes,1.9,Yes,0,Yes,39.0,0.7,142,1,0,17,1084,2124.0,6,0.0,12,Yes,Yes,No,1
1329,1384,Yes,2.8,Yes,15,No,60.0,0.1,82,3,18,983,1210,1221.0,18,12.0,15,Yes,No,Yes,1
1330,1766,Yes,1.3,No,1,No,29.0,0.5,194,8,20,439,1306,2316.0,19,2.0,6,No,No,Yes,2
1331,1407,No,1.8,Yes,5,Yes,16.0,0.2,170,4,6,925,1206,1068.0,6,0.0,8,Yes,Yes,No,1
1332,614,No,2.9,Yes,3,Yes,24.0,0.2,94,4,7,409,603,1930.0,13,12.0,4,Yes,No,Yes,1
1333,1972,No,2.9,No,9,No,14.0,0.4,196,7,18,293,952,1316.0,8,1.0,8,Yes,Yes,No,1
1334,1039,No,0.5,Yes,8,No,47.0,0.2,130,8,9,384,1878,1742.0,18,12.0,15,Yes,No,No,1
1335,511,Yes,3.0,Yes,5,Yes,34.0,0.9,125,8,13,149,1285,3265.0,14,7.0,14,Yes,No,No,2
1336,1811,Yes,2.5,No,4,Yes,5.0,0.6,98,4,16,447,568,2700.0,13,7.0,8,Yes,,Yes,2
1337,1159,No,1.5,No,3,No,36.0,0.4,104,4,8,717,1206,2115.0,8,7.0,18,No,No,No,2
1338,1848,No,1.3,Yes,7,No,12.0,0.1,178,2,19,195,533,3915.0,9,7.0,8,No,No,Yes,3
1339,1988,Yes,0.5,No,0,Yes,16.0,0.1,94,8,1,153,696,3144.0,16,2.0,14,Yes,No,No,3
1340,1469,No,0.5,No,3,Yes,58.0,0.5,150,7,8,1699,1850,1571.0,17,16.0,2,Yes,No,No,2
1341,1423,No,0.6,No,12,No,44.0,0.8,131,5,13,501,640,2253.0,10,8.0,9,No,No,No,1
1342,1974,No,0.5,Yes,9,No,10.0,0.8,145,6,12,530,1496,1433.0,6,1.0,17,No,No,No,1
1343,835,No,0.8,Yes,2,Yes,42.0,0.8,128,5,18,396,1378,2583.0,15,2.0,13,Yes,Yes,Yes,2
1344,1429,No,0.6,No,8,No,42.0,0.9,151,5,9,670,1552,1817.0,6,1.0,16,Yes,No,No,1
1345,947,Yes,0.5,No,1,Yes,51.0,0.1,144,2,15,193,887,2915.0,17,1.0,6,Yes,Yes,Yes,2
1346,1446,Yes,2.8,Yes,0,Yes,18.0,0.3,178,8,1,351,1769,3340.0,8,0.0,16,Yes,Yes,Yes,3
1347,1332,No,1.3,Yes,5,Yes,7.0,0.8,168,7,19,846,855,2790.0,19,11.0,10,Yes,Yes,No,2
1348,1498,Yes,1.2,Yes,0,Yes,14.0,0.1,191,4,1,111,1167,577.0,14,12.0,12,Yes,Yes,No,0
1349,1576,Yes,0.9,Yes,0,Yes,14.0,0.4,173,2,4,1213,1386,3220.0,17,2.0,6,Yes,Yes,No,3
1350,1398,No,1.6,Yes,8,Yes,26.0,0.8,150,1,12,755,1284,3488.0,14,3.0,11,Yes,,No,3
1351,1885,No,2.4,Yes,12,Yes,14.0,0.6,92,4,15,1406,1517,1277.0,9,6.0,16,Yes,No,Yes,1
1352,798,Yes,0.5,Yes,7,No,2.0,0.8,148,2,15,497,627,3593.0,14,9.0,3,No,Yes,No,2
1353,1436,No,2.5,Yes,0,Yes,42.0,0.9,124,8,1,1826,1836,2736.0,12,5.0,19,Yes,Yes,No,3
1354,1998,Yes,1.2,No,8,No,31.0,0.6,196,8,19,50,1356,2311.0,17,9.0,18,Yes,Yes,No,2
1355,1321,Yes,1.3,No,0,Yes,63.0,0.4,109,8,9,817,941,1464.0,7,6.0,16,Yes,Yes,Yes,1
1356,1021,No,1.3,No,7,No,9.0,0.7,192,2,12,901,1793,1355.0,6,1.0,14,Yes,Yes,No,1
1357,1339,Yes,2.3,Yes,0,No,40.0,0.1,123,2,1,212,1269,2382.0,6,4.0,7,Yes,No,Yes,2
1358,1210,Yes,1.6,Yes,9,No,57.0,0.5,111,4,20,329,1039,1886.0,16,0.0,17,Yes,No,Yes,1
1359,1949,Yes,0.5,Yes,2,Yes,31.0,0.1,145,5,9,837,1182,832.0,7,3.0,19,Yes,No,No,1
1360,882,No,0.7,Yes,9,Yes,28.0,0.2,151,6,16,248,884,751.0,19,11.0,8,Yes,,Yes,0
1361,1549,Yes,1.5,Yes,0,Yes,27.0,0.4,113,5,7,632,1162,436.0,10,8.0,11,Yes,No,No,0
1362,1991,No,2.2,Yes,1,Yes,42.0,0.7,82,1,13,366,613,722.0,6,5.0,10,Yes,Yes,No,0
1363,796,No,0.5,No,2,No,12.0,0.5,114,1,8,174,518,1075.0,7,3.0,2,No,Yes,No,0
1364,1012,No,0.5,Yes,4,No,39.0,0.1,161,4,6,882,1195,2802.0,8,0.0,10,Yes,Yes,No,2
1365,1318,No,1.9,Yes,0,Yes,11.0,0.8,188,2,15,688,1591,1780.0,12,10.0,2,Yes,,No,1
1366,1708,No,0.8,No,8,Yes,14.0,0.9,197,4,16,263,1345,1247.0,19,16.0,16,Yes,No,No,1
1367,598,Yes,0.8,Yes,8,Yes,62.0,0.1,117,8,9,118,764,,11,2.0,19,Yes,Yes,No,2
1368,541,Yes,2.3,No,4,No,51.0,0.4,200,8,17,1012,1226,403.0,11,2.0,12,No,No,No,0
1369,818,No,0.5,Yes,2,Yes,23.0,0.2,192,5,17,586,1552,2518.0,19,12.0,3,Yes,Yes,No,2
1370,1414,No,0.5,No,0,Yes,15.0,0.8,168,2,0,294,1233,,18,6.0,14,Yes,No,No,0
1371,601,Yes,1.7,Yes,3,Yes,6.0,0.8,169,4,11,818,1827,2651.0,14,8.0,9,Yes,No,Yes,2
1372,561,Yes,2.8,Yes,2,Yes,40.0,0.1,99,7,6,426,865,2974.0,15,12.0,19,Yes,No,Yes,2
1373,1616,Yes,2.3,Yes,3,No,52.0,0.1,100,5,8,151,1133,,7,3.0,2,Yes,Yes,No,0
1374,1263,Yes,1.4,Yes,1,Yes,32.0,0.4,103,2,2,409,644,3372.0,18,,10,Yes,Yes,No,3
1375,1604,Yes,1.9,Yes,0,Yes,63.0,0.6,93,5,2,641,1156,1464.0,15,9.0,20,Yes,,No,1
1376,539,No,2.0,Yes,1,No,24.0,0.5,86,4,2,958,967,1326.0,7,4.0,3,Yes,Yes,No,0
1377,1071,No,2.6,No,0,No,49.0,0.3,199,4,5,1328,1970,3393.0,6,5.0,7,Yes,No,No,3
1378,826,No,0.5,Yes,0,Yes,57.0,0.5,135,2,0,354,530,323.0,17,3.0,7,Yes,No,Yes,0
1379,771,No,2.9,No,2,No,62.0,0.7,106,1,8,1709,1781,1628.0,9,3.0,6,No,Yes,No,1
1380,1811,No,2.9,No,0,No,33.0,0.2,132,8,2,1099,1553,2610.0,8,3.0,13,Yes,Yes,No,3
1381,1842,Yes,2.2,Yes,7,No,56.0,0.4,179,4,10,783,1227,3721.0,16,11.0,4,No,Yes,Yes,3
1382,1420,No,2.8,Yes,1,No,50.0,0.1,100,8,8,194,1393,763.0,17,1.0,17,No,,Yes,0
1383,1763,No,0.5,Yes,12,No,10.0,0.2,184,3,19,238,1893,792.0,17,12.0,13,Yes,No,Yes,0
1384,1163,Yes,1.9,No,6,No,2.0,0.9,133,5,20,919,1076,1568.0,14,0.0,19,Yes,,No,1
1385,1805,Yes,0.5,No,0,No,,0.2,182,4,2,758,891,1276.0,19,4.0,17,No,Yes,No,1
1386,610,Yes,1.6,Yes,9,No,52.0,0.4,90,4,19,1039,1273,3472.0,10,4.0,12,Yes,Yes,Yes,3
1387,1533,Yes,1.1,Yes,18,Yes,17.0,0.3,160,4,20,1054,1393,2520.0,8,2.0,11,Yes,No,Yes,2
1388,1924,No,0.5,No,3,Yes,63.0,0.3,111,2,10,122,686,3423.0,13,3.0,19,Yes,No,No,3
1389,1801,No,0.5,Yes,6,No,52.0,0.9,120,6,10,100,1708,,14,8.0,9,Yes,No,No,0
1390,1726,Yes,1.9,No,1,Yes,42.0,0.6,106,5,3,1221,1804,1868.0,16,7.0,6,Yes,No,No,2
1391,794,No,2.5,Yes,15,No,14.0,0.6,197,3,19,312,1376,2171.0,19,8.0,18,No,No,Yes,1
1392,1686,Yes,0.5,Yes,4,No,28.0,0.8,182,5,8,599,1073,780.0,11,10.0,5,No,No,No,0
1393,1444,Yes,2.1,Yes,0,No,,0.9,103,1,1,1274,1340,712.0,17,5.0,10,No,No,No,0
1394,1004,No,1.6,Yes,0,Yes,30.0,1.0,160,8,1,62,581,1012.0,7,4.0,13,Yes,Yes,Yes,0
1395,1242,Yes,2.4,No,8,No,28.0,0.2,166,4,9,315,1796,318.0,11,10.0,19,Yes,,No,0
1396,539,No,1.5,No,6,Yes,26.0,0.2,137,6,8,1123,1709,3948.0,18,11.0,15,Yes,Yes,Yes,3
1397,717,No,1.1,Yes,2,Yes,14.0,0.1,99,8,6,1878,1981,629.0,16,15.0,20,Yes,No,No,0
1398,1540,No,0.7,Yes,0,Yes,29.0,0.1,157,7,1,318,831,1161.0,11,8.0,5,Yes,No,No,0
1399,672,No,0.5,No,7,Yes,35.0,0.1,99,8,17,574,1267,1403.0,16,7.0,6,Yes,No,No,0
1400,1325,Yes,0.5,No,0,Yes,13.0,1.0,133,4,8,1353,1915,3707.0,19,3.0,18,Yes,Yes,No,3
1401,950,No,0.5,No,6,Yes,55.0,0.1,124,8,7,86,1681,1305.0,6,5.0,4,Yes,No,Yes,0
1402,948,No,1.5,Yes,6,No,18.0,0.3,119,4,7,340,1728,2926.0,17,13.0,9,Yes,Yes,Yes,2
1403,1328,Yes,0.5,No,5,Yes,27.0,0.3,144,3,18,602,1156,2674.0,7,2.0,5,Yes,No,Yes,2
1404,1447,No,0.5,No,3,No,,0.7,184,2,5,963,1062,471.0,8,4.0,20,No,No,Yes,0
1405,1973,Yes,0.5,Yes,3,No,21.0,0.8,95,8,7,127,507,1724.0,12,10.0,8,No,No,Yes,1
1406,1731,Yes,2.3,Yes,18,No,60.0,0.5,171,4,20,142,1039,1220.0,9,3.0,20,No,,No,1
1407,1617,No,1.5,No,1,Yes,63.0,0.7,111,2,10,274,1079,2754.0,19,10.0,8,Yes,Yes,Yes,2
1408,1791,Yes,0.5,Yes,1,Yes,33.0,0.5,110,5,4,371,682,594.0,17,8.0,16,Yes,No,Yes,0
1409,851,No,2.3,Yes,7,Yes,54.0,1.0,101,2,9,788,1007,1005.0,12,2.0,14,Yes,No,Yes,0
1410,856,No,1.9,Yes,0,Yes,,0.6,115,1,7,395,1027,2439.0,6,3.0,12,Yes,Yes,Yes,1
1411,714,Yes,0.5,No,1,No,30.0,0.3,145,4,2,643,1527,2302.0,12,10.0,10,No,Yes,Yes,1
1412,951,No,0.5,No,6,Yes,15.0,0.6,81,2,17,854,935,1083.0,16,11.0,16,Yes,Yes,No,0
1413,1303,Yes,2.1,No,6,Yes,10.0,0.4,109,8,15,1335,1873,2219.0,9,3.0,15,Yes,Yes,Yes,2
1414,1550,Yes,2.7,No,2,No,32.0,0.1,126,7,5,1541,1619,1571.0,12,3.0,14,No,No,No,2
1415,1759,Yes,1.4,No,10,Yes,15.0,0.4,101,4,13,382,1163,,18,5.0,16,Yes,Yes,No,2
1416,1448,No,0.5,Yes,18,No,2.0,0.2,100,5,19,846,1144,593.0,9,4.0,18,Yes,Yes,Yes,0
1417,1987,Yes,1.9,No,0,No,50.0,0.7,119,8,18,960,1925,857.0,12,4.0,6,Yes,Yes,No,1
1418,908,No,2.1,No,1,No,44.0,0.6,95,5,2,154,941,3518.0,16,12.0,7,Yes,Yes,Yes,3
1419,820,No,0.5,Yes,2,No,58.0,0.3,160,4,4,468,694,1284.0,17,7.0,17,No,No,Yes,0
1420,904,No,2.7,Yes,4,No,19.0,0.6,147,6,7,1094,1496,545.0,19,18.0,16,No,No,No,0
1421,667,No,1.3,Yes,4,Yes,6.0,,149,6,10,272,870,3566.0,9,5.0,12,Yes,No,Yes,2
1422,1109,No,2.1,No,1,No,34.0,0.1,173,1,4,165,1103,2821.0,13,5.0,17,Yes,No,Yes,2
1423,1333,No,1.4,No,3,Yes,59.0,0.7,183,7,5,394,1301,3442.0,18,16.0,5,Yes,Yes,No,3
1424,1352,No,2.4,No,5,Yes,6.0,0.9,92,6,9,629,1299,1309.0,12,1.0,14,Yes,No,No,1
1425,1600,No,2.5,Yes,1,No,19.0,0.6,88,6,9,831,1713,1179.0,10,3.0,18,No,No,Yes,1
1426,1454,No,1.4,Yes,8,No,37.0,0.8,80,8,20,903,910,1713.0,16,0.0,19,No,No,No,1
1427,1489,No,2.1,Yes,0,No,9.0,0.4,169,3,1,923,1759,1663.0,9,3.0,14,Yes,No,Yes,1
1428,1823,No,2.8,Yes,11,No,10.0,0.6,81,8,19,362,1250,1812.0,5,0.0,19,Yes,Yes,Yes,2
1429,1581,Yes,1.0,No,9,No,41.0,0.4,172,4,19,693,850,1384.0,19,9.0,2,No,Yes,Yes,1
1430,1672,Yes,1.7,Yes,1,Yes,44.0,0.5,172,8,4,1250,1435,1348.0,11,6.0,7,Yes,Yes,Yes,1
1431,1283,Yes,0.7,Yes,0,Yes,27.0,0.2,80,4,6,1135,1923,,17,15.0,6,Yes,No,No,3
1432,630,No,2.0,No,9,Yes,14.0,0.5,180,8,13,66,1448,1212.0,12,8.0,12,Yes,No,No,0
1433,659,No,2.2,No,0,Yes,24.0,0.7,151,8,2,924,1877,3925.0,8,1.0,10,Yes,Yes,Yes,3
1434,1811,Yes,0.5,Yes,0,No,32.0,1.0,115,6,0,204,1132,348.0,17,11.0,18,Yes,No,Yes,0
1435,688,Yes,2.5,No,9,No,40.0,0.2,109,5,20,376,1957,1382.0,12,7.0,8,No,Yes,No,1
1436,514,Yes,2.9,Yes,5,No,18.0,0.7,141,2,8,1083,1492,980.0,13,7.0,16,No,No,Yes,0
1437,1933,No,2.8,Yes,1,No,16.0,0.5,154,3,9,229,1473,838.0,14,2.0,18,No,Yes,No,0
1438,915,No,2.0,No,8,Yes,31.0,0.3,91,3,20,875,1316,378.0,11,6.0,9,Yes,Yes,No,0
1439,1006,No,2.2,Yes,4,Yes,22.0,0.8,135,4,8,35,991,909.0,18,4.0,7,Yes,No,Yes,0
1440,1134,Yes,0.9,No,2,Yes,13.0,0.4,92,4,19,18,903,3632.0,17,8.0,19,Yes,,No,3
1441,599,Yes,2.9,No,0,Yes,64.0,0.3,186,8,1,103,646,3396.0,5,3.0,7,Yes,No,No,2
1442,973,No,0.5,Yes,5,No,53.0,0.5,196,5,7,105,588,1861.0,13,10.0,16,No,Yes,No,1
1443,1180,Yes,2.5,No,0,Yes,27.0,0.1,90,6,1,168,540,348.0,7,5.0,19,Yes,Yes,Yes,0
1444,1237,Yes,2.5,No,7,No,13.0,0.8,98,4,12,18,1004,2528.0,11,8.0,16,No,,No,2
1445,659,No,0.5,Yes,7,Yes,5.0,0.3,169,8,10,659,730,2190.0,16,10.0,16,Yes,Yes,No,1
1446,1142,Yes,1.4,Yes,6,No,6.0,0.7,190,8,8,534,855,663.0,12,4.0,5,No,Yes,Yes,0
1447,1002,No,2.7,Yes,16,Yes,11.0,0.4,185,6,18,285,512,961.0,10,7.0,19,Yes,No,Yes,0
1448,1392,No,2.5,No,0,Yes,44.0,0.7,113,4,2,482,1098,1280.0,8,1.0,16,Yes,No,Yes,1
1449,602,No,0.9,No,9,No,50.0,0.9,141,8,18,1571,1717,2189.0,7,5.0,16,No,Yes,No,2
1450,1249,Yes,0.5,No,3,Yes,55.0,0.8,140,3,8,605,1193,531.0,18,10.0,13,Yes,Yes,Yes,0
1451,531,Yes,0.5,Yes,0,Yes,12.0,0.5,121,4,3,158,1657,2331.0,18,12.0,20,Yes,No,Yes,1
1452,1450,No,2.1,No,1,No,31.0,0.6,114,5,4,1573,1639,794.0,11,5.0,9,No,Yes,Yes,1
1453,1342,No,2.8,No,1,No,50.0,0.1,173,1,8,127,620,2644.0,7,2.0,11,No,Yes,Yes,2
1454,832,Yes,0.5,No,5,Yes,22.0,0.6,198,1,8,343,1431,1666.0,15,4.0,20,Yes,Yes,Yes,1
1455,867,Yes,1.5,No,0,Yes,57.0,0.1,159,4,0,289,724,2157.0,8,6.0,18,Yes,No,No,1
1456,1404,No,2.1,No,16,No,44.0,0.9,151,1,20,1703,1880,1196.0,10,6.0,5,No,No,Yes,1
1457,840,No,0.9,Yes,6,No,33.0,0.7,150,6,7,1482,1591,2072.0,10,8.0,19,No,Yes,No,2
1458,1368,No,0.5,No,10,Yes,42.0,0.2,91,1,20,907,925,1590.0,12,0.0,14,Yes,No,No,1
1459,1927,No,0.9,Yes,3,No,11.0,0.4,190,8,12,491,1506,2916.0,16,11.0,18,No,Yes,Yes,3
1460,1714,No,0.5,Yes,7,No,31.0,0.4,120,2,10,287,627,3707.0,5,1.0,19,No,No,Yes,3
1461,1201,Yes,0.5,No,1,Yes,10.0,0.4,198,6,5,1151,1723,726.0,11,4.0,3,Yes,Yes,No,0
1462,1796,Yes,2.3,No,4,No,44.0,0.9,184,2,11,1024,1363,3577.0,17,7.0,4,Yes,Yes,No,3
1463,1147,No,0.8,Yes,11,No,28.0,0.7,158,6,13,1085,1134,,18,3.0,15,Yes,No,Yes,2
1464,776,Yes,1.7,No,0,Yes,20.0,1.0,146,4,9,991,1803,685.0,15,11.0,7,Yes,Yes,Yes,0
1465,510,No,2.6,No,0,No,33.0,0.1,110,6,10,1052,1897,1693.0,6,2.0,5,No,Yes,No,1
1466,1045,Yes,1.2,Yes,3,Yes,40.0,0.1,175,6,7,1078,1564,2137.0,11,8.0,12,Yes,No,Yes,2
1467,1497,Yes,0.9,Yes,4,Yes,10.0,0.1,153,8,20,98,977,3696.0,9,0.0,3,Yes,No,Yes,3
1468,1425,Yes,0.6,No,0,Yes,33.0,0.5,89,3,2,396,1648,3771.0,10,3.0,9,Yes,No,Yes,3
1469,726,No,2.2,No,0,Yes,40.0,0.8,94,4,20,323,978,1342.0,16,11.0,4,Yes,Yes,Yes,0
1470,1576,Yes,2.0,No,0,Yes,20.0,0.6,148,3,0,410,1551,1379.0,17,1.0,16,Yes,No,Yes,1
1471,714,Yes,2.1,Yes,5,Yes,11.0,0.1,197,3,6,1750,1857,1164.0,15,12.0,19,Yes,Yes,No,1
1472,1595,No,1.9,Yes,1,No,63.0,0.9,88,1,20,1475,1988,908.0,18,13.0,6,No,No,Yes,1
1473,541,No,1.0,No,0,Yes,10.0,0.4,127,4,0,1836,1873,1019.0,19,9.0,15,Yes,Yes,No,1
1474,1617,Yes,2.6,No,14,No,29.0,0.9,113,6,20,283,676,3685.0,13,1.0,18,No,No,No,3
1475,1154,No,1.1,Yes,2,Yes,5.0,0.2,98,1,13,539,1240,1470.0,12,0.0,12,Yes,No,No,1
1476,1638,No,1.0,No,6,No,2.0,0.2,189,1,11,440,563,2299.0,19,9.0,9,Yes,Yes,Yes,2
1477,1150,Yes,2.7,No,0,No,39.0,0.4,151,8,1,397,800,999.0,6,2.0,11,Yes,Yes,No,0
1478,1254,Yes,2.3,No,0,Yes,44.0,0.2,149,1,10,204,1021,3011.0,7,4.0,12,Yes,Yes,No,2
1479,1806,Yes,2.0,Yes,2,Yes,54.0,0.1,117,1,11,347,727,3142.0,13,0.0,6,Yes,No,Yes,3
1480,603,No,1.5,No,8,No,,0.7,114,6,20,1003,1284,1543.0,7,5.0,19,Yes,Yes,No,1
1481,1834,No,2.1,No,7,Yes,40.0,0.1,99,4,11,0,1987,3692.0,13,0.0,16,Yes,Yes,No,3
1482,520,No,2.3,No,0,Yes,31.0,0.8,145,6,14,264,519,2753.0,13,7.0,17,Yes,No,Yes,1
1483,565,No,0.6,Yes,1,No,50.0,0.1,158,2,8,543,703,2156.0,13,6.0,6,Yes,Yes,Yes,1
1484,1689,Yes,0.5,No,11,No,9.0,0.5,150,5,15,467,675,2637.0,8,4.0,3,Yes,No,No,2
1485,742,Yes,2.3,No,0,No,21.0,0.7,104,8,1,875,925,331.0,11,8.0,7,Yes,No,No,0
1486,1143,No,1.2,Yes,1,Yes,22.0,1.0,125,3,6,1116,1724,1214.0,12,5.0,16,Yes,Yes,No,1
1487,761,Yes,0.5,No,9,No,3.0,0.8,196,7,15,1325,1945,2248.0,19,3.0,15,Yes,Yes,Yes,2
1488,959,Yes,1.3,Yes,0,No,36.0,0.4,196,5,14,1313,1331,3073.0,19,1.0,8,Yes,Yes,Yes,3
1489,772,Yes,1.2,Yes,7,Yes,8.0,0.6,134,7,8,552,1802,422.0,7,6.0,15,Yes,,No,0
1490,1015,Yes,0.8,No,5,No,12.0,0.5,102,3,14,335,679,,5,1.0,2,No,Yes,No,1
1491,1824,Yes,1.9,Yes,9,Yes,2.0,0.7,103,1,14,50,1105,3958.0,12,2.0,19,Yes,Yes,No,3
1492,1130,Yes,0.5,Yes,1,Yes,29.0,0.7,130,1,14,593,1327,432.0,6,1.0,10,Yes,Yes,Yes,0
1493,1183,Yes,0.5,Yes,3,Yes,48.0,0.1,120,8,12,268,1010,1152.0,8,3.0,3,Yes,No,No,0
1494,574,Yes,2.0,Yes,0,Yes,26.0,0.5,118,6,2,382,1364,1303.0,8,4.0,2,Yes,No,Yes,0
1495,1472,No,3.0,No,4,Yes,20.0,0.3,169,2,6,443,892,797.0,6,1.0,11,Yes,,No,0
1496,1868,Yes,0.5,No,2,Yes,40.0,0.9,179,8,17,576,884,298.0,8,2.0,17,Yes,Yes,No,0
1497,1375,No,2.9,No,2,No,20.0,0.4,147,6,7,596,679,3847.0,8,0.0,12,Yes,No,Yes,3
1498,881,No,1.0,No,1,No,64.0,0.5,160,3,6,115,636,2110.0,18,9.0,6,Yes,Yes,Yes,1
1499,1742,Yes,0.5,Yes,5,Yes,43.0,0.9,176,3,7,356,1407,1921.0,9,2.0,3,Yes,Yes,No,2
1500,1225,No,0.7,Yes,6,No,60.0,0.1,107,2,15,10,1567,2423.0,17,11.0,6,Yes,No,No,2
1501,1970,Yes,0.5,Yes,0,Yes,15.0,1.0,132,2,0,1399,1684,1658.0,15,9.0,20,Yes,Yes,Yes,2
1502,1186,Yes,0.5,Yes,2,No,21.0,0.4,160,8,4,68,584,,17,8.0,7,Yes,No,No,1
1503,1762,No,0.7,No,7,No,60.0,0.1,157,4,10,643,790,1380.0,14,5.0,14,Yes,No,No,1
1504,1731,Yes,1.4,Yes,4,Yes,,0.5,163,6,18,809,1988,3892.0,5,1.0,4,Yes,Yes,Yes,3
1505,852,No,1.8,Yes,5,Yes,8.0,0.8,160,5,9,683,1349,315.0,7,6.0,20,Yes,No,No,0
1506,848,Yes,1.5,Yes,4,Yes,36.0,0.3,151,4,16,56,527,2289.0,10,2.0,19,Yes,Yes,Yes,1
1507,1575,No,2.5,Yes,0,Yes,11.0,0.2,185,7,20,492,818,2182.0,7,3.0,17,Yes,,No,2
1508,1554,No,2.8,Yes,7,No,23.0,0.1,105,6,18,699,1492,2184.0,13,9.0,20,Yes,No,Yes,2
1509,1972,Yes,1.6,No,0,No,48.0,0.5,92,8,2,290,804,2872.0,7,2.0,11,Yes,No,Yes,3
1510,827,Yes,0.6,Yes,9,Yes,35.0,0.2,87,6,17,23,826,2367.0,5,3.0,15,Yes,No,Yes,1
1511,1063,No,1.5,No,7,No,3.0,0.9,155,4,10,394,849,1919.0,12,10.0,20,Yes,Yes,No,1
1512,1695,No,2.3,Yes,1,No,34.0,0.4,84,5,10,713,1742,3296.0,17,6.0,14,No,No,No,3
1513,1343,No,2.4,Yes,5,Yes,14.0,0.9,81,8,10,1063,1205,462.0,18,7.0,11,Yes,Yes,Yes,0
1514,834,No,0.5,No,2,Yes,27.0,0.2,123,1,16,1421,1463,1591.0,11,9.0,20,Yes,Yes,No,1
1515,595,No,2.6,No,0,Yes,20.0,0.4,122,2,18,623,816,1593.0,19,11.0,2,Yes,No,Yes,0
1516,1081,Yes,1.9,Yes,13,Yes,42.0,0.1,101,7,17,83,816,2456.0,7,4.0,7,Yes,No,No,1
1517,911,No,1.4,Yes,3,No,14.0,0.7,199,4,4,1563,1692,2933.0,16,3.0,11,No,Yes,No,3
1518,844,No,2.2,Yes,1,Yes,22.0,0.9,197,7,2,777,1995,3154.0,14,11.0,7,Yes,No,No,3
1519,1335,Yes,3.0,No,3,No,60.0,0.8,180,2,4,83,559,3615.0,5,2.0,9,Yes,No,No,3
1520,1883,No,1.6,No,9,No,24.0,0.1,87,1,16,203,915,3563.0,17,10.0,3,No,No,No,3
1521,1128,Yes,0.5,Yes,6,No,33.0,0.6,147,8,7,938,1226,1440.0,17,15.0,19,Yes,,No,1
1522,826,Yes,2.4,Yes,14,Yes,57.0,0.6,117,2,17,1077,1183,1907.0,15,14.0,5,Yes,No,No,1
1523,1650,No,2.3,No,0,Yes,38.0,0.7,89,1,1,773,881,324.0,14,10.0,2,Yes,Yes,Yes,0
1524,1162,No,1.0,No,0,No,50.0,0.5,104,4,10,332,866,1404.0,10,3.0,15,Yes,Yes,Yes,1
1525,1517,No,2.5,No,2,Yes,8.0,0.8,169,4,18,570,1645,2738.0,18,16.0,12,Yes,No,No,2
1526,963,No,0.5,No,1,Yes,60.0,0.8,156,3,3,742,821,2722.0,12,6.0,16,Yes,No,No,2
1527,1837,No,1.0,Yes,5,Yes,12.0,0.9,103,8,6,1420,1539,2294.0,8,7.0,20,Yes,No,Yes,3
1528,1028,Yes,2.8,No,1,Yes,30.0,0.1,193,1,10,1801,1923,1424.0,18,4.0,13,Yes,No,Yes,1
1529,1831,Yes,2.2,Yes,4,No,55.0,1.0,189,8,9,1693,1790,1133.0,14,3.0,10,No,Yes,No,1
1530,571,Yes,2.0,Yes,5,Yes,58.0,0.6,101,6,11,31,1536,555.0,19,10.0,11,Yes,No,Yes,0
1531,1770,Yes,2.3,No,0,No,9.0,0.6,183,6,5,1098,1373,3785.0,13,10.0,14,Yes,No,Yes,3
1532,970,Yes,1.3,Yes,5,No,59.0,0.2,84,7,19,1765,1786,3675.0,12,0.0,12,No,,No,3
1533,642,Yes,0.5,No,0,Yes,38.0,0.8,86,5,10,887,1775,435.0,9,2.0,2,Yes,Yes,No,0
1534,622,Yes,1.9,Yes,12,No,11.0,0.8,193,8,14,760,1964,3183.0,5,0.0,4,Yes,,Yes,2
1535,600,Yes,1.8,No,9,Yes,6.0,0.8,199,2,15,486,1032,3495.0,17,4.0,7,Yes,Yes,No,2
1536,1412,No,0.6,No,9,No,57.0,0.2,86,3,10,2,660,1853.0,15,10.0,18,No,No,Yes,1
1537,733,No,0.8,No,7,No,16.0,0.4,138,4,12,202,1787,2648.0,12,0.0,19,Yes,Yes,No,2
1538,1070,Yes,3.0,No,9,No,19.0,0.8,160,7,16,90,1614,2647.0,14,13.0,20,No,Yes,No,2
1539,875,Yes,0.7,Yes,1,No,,0.7,146,8,8,469,853,702.0,19,15.0,15,Yes,Yes,Yes,0
1540,1994,Yes,0.7,No,5,No,5.0,0.4,189,2,7,86,1546,1836.0,12,11.0,18,Yes,No,No,2
1541,823,No,1.0,Yes,9,Yes,18.0,0.2,182,5,16,1180,1350,3894.0,13,10.0,9,Yes,Yes,No,3
1542,1908,No,0.5,No,9,Yes,30.0,1.0,111,2,19,140,1046,2944.0,19,17.0,17,Yes,No,Yes,3
1543,790,No,0.5,Yes,7,Yes,44.0,0.1,89,8,8,1100,1437,3424.0,13,11.0,9,Yes,Yes,No,3
1544,1330,Yes,1.8,Yes,1,No,40.0,0.5,177,1,5,194,892,2678.0,9,4.0,14,Yes,Yes,Yes,2
1545,1660,No,0.5,No,2,Yes,15.0,0.7,100,8,8,440,569,2424.0,12,5.0,9,Yes,Yes,No,2
1546,1776,No,2.2,No,2,No,20.0,0.9,82,6,16,1563,1803,2671.0,15,10.0,12,No,Yes,Yes,3
